# TEST CONFIGURATION BEGIN
# FileStream(filename='elec.csv', target_idx=-1, n_targets=1, cat_features=None)
# [ARD] AdaptiveRandomForest(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.001), grace_period=10, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.1, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.005, warning_detection_method=ADWIN(delta=0.01))
# EvaluatePrequentialAndAdapt(batch_size=1, data_points_for_classification=False, max_samples=45312, max_time=inf, metaKB={0.0: 60, 0.1: 30, 0.2: 30, 0.3: 30, 0.4: 60, 0.5: 70, 0.6: 60, 0.7: 30, 0.8: 30, 0.9: 30}, metrics=['accuracy', 'kappa', 'running_time', 'ram_hours'], n_wait=50, output_file='Electricity_AdativeSetting_Trees_Adapt_Drift_ARDClassic_Run0.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARD],current_acc_[ARD],mean_kappa_[ARD],current_kappa_[ARD],training_time_[ARD],testing_time_[ARD],total_running_time_[ARD],ram_hours_[ARD]
42899,0.857377,0.980000,0.706022,0.943567,2814.234055,166.657047,2980.891102,0.072410
42949,0.857544,1.000000,0.706396,1.000000,2816.754106,166.816750,2983.570856,0.072448
42999,0.857570,0.880000,0.706389,0.558824,2819.280969,166.974869,2986.255838,0.072486
43049,0.857620,0.900000,0.706526,0.800000,2821.774762,167.134858,2988.909620,0.072524
43099,0.857762,0.980000,0.706848,0.959872,2824.260144,167.295742,2991.555886,0.072562
43149,0.857835,0.920000,0.706931,0.668874,2826.592911,167.459329,2994.052240,0.072598
43199,0.857698,0.740000,0.706607,0.329897,2829.337122,167.623440,2996.960562,0.072638
43249,0.857770,0.920000,0.706773,0.840000,2831.632922,167.782039,2999.414961,0.072673
43299,0.857633,0.740000,0.706431,0.099723,2834.332690,167.943713,3002.276403,0.072714
43349,0.857335,0.600000,0.705794,0.200000,2837.151378,168.106482,3005.257860,0.072756
43399,0.857454,0.960000,0.706071,0.919614,2839.614209,168.264669,3007.878879,0.072794
43449,0.857595,0.980000,0.706368,0.959217,2841.917599,168.420972,3010.338571,0.072829
43499,0.857691,0.940000,0.706528,0.847870,2844.257422,168.578735,3012.836157,0.072864
43549,0.857832,0.980000,0.706809,0.957118,2846.506619,168.738449,3015.245068,0.072898
43599,0.857903,0.920000,0.706900,0.731903,2848.804345,168.899250,3017.703595,0.072933
43649,0.857998,0.940000,0.707071,0.860335,2851.459077,169.061189,3020.520266,0.072974
43699,0.857724,0.620000,0.706493,0.261275,2854.647952,169.224324,3023.872276,0.073022
43749,0.857796,0.920000,0.706569,0.626866,2857.195282,169.385803,3026.581086,0.073062
43799,0.857615,0.700000,0.706166,0.316940,2859.915423,169.546603,3029.462026,0.073104
43849,0.857663,0.900000,0.706241,0.766355,2862.660715,169.706457,3032.367172,0.073147
43899,0.857643,0.840000,0.706135,0.369085,2865.383575,169.868028,3035.251603,0.073190
43949,0.857509,0.740000,0.705835,0.414414,2868.486870,170.065358,3038.552228,0.073233
43999,0.857511,0.860000,0.705768,0.319066,2871.116717,170.222654,3041.339371,0.073268
44049,0.857172,0.560000,0.705132,0.186391,2874.058409,170.379571,3044.437981,0.073305
44099,0.857221,0.900000,0.705236,0.796748,2876.755169,170.536720,3047.291889,0.073340
44149,0.857338,0.960000,0.705483,0.918963,2878.943726,170.690635,3049.634362,0.073369
44199,0.857341,0.860000,0.705496,0.722662,2881.417699,170.845270,3052.262969,0.073402
44249,0.857344,0.860000,0.705475,0.680073,2884.011901,171.002767,3055.014668,0.073436
44299,0.857460,0.960000,0.705643,0.810606,2886.765271,171.163709,3057.928981,0.073472
44349,0.857259,0.680000,0.705250,0.418605,2889.518455,171.323922,3060.842377,0.073509
44399,0.857014,0.640000,0.704771,0.362606,2892.272256,171.483014,3063.755269,0.073544
44449,0.856994,0.840000,0.704716,0.658120,2894.768043,171.640116,3066.408159,0.073577
44499,0.857088,0.940000,0.704899,0.871355,2897.105395,171.796002,3068.901397,0.073607
44549,0.857204,0.960000,0.705116,0.908088,2899.511618,171.953673,3071.465291,0.073639
44599,0.857365,1.000000,0.705454,1.000000,2901.647328,172.109751,3073.757079,0.073667
44649,0.857480,0.960000,0.705655,0.896266,2903.991915,172.268400,3076.260314,0.073699
44699,0.857303,0.700000,0.705343,0.411303,2906.709256,172.424751,3079.134007,0.073735
44749,0.857284,0.840000,0.705346,0.675325,2909.232918,172.574608,3081.807526,0.073769
44799,0.857332,0.900000,0.705461,0.801902,2911.801151,172.727540,3084.528691,0.073803
44849,0.857424,0.940000,0.705680,0.880000,2914.307608,172.880070,3087.187678,0.073837
44899,0.857539,0.960000,0.705957,0.918033,2916.626418,173.032920,3089.659338,0.073868
44949,0.857520,0.840000,0.705858,0.463807,2919.265929,173.190679,3092.456608,0.073903
44999,0.857612,0.940000,0.705991,0.788732,2921.819162,173.348841,3095.168003,0.073935
45049,0.857503,0.760000,0.705855,0.390244,2924.450430,173.503433,3097.953863,0.073968
45099,0.857595,0.940000,0.706068,0.880000,2926.896580,173.657194,3100.553775,0.073999
45149,0.857753,1.000000,0.706430,1.000000,2929.349816,173.810123,3103.159939,0.074030
45199,0.857867,0.960000,0.706704,0.918033,2931.647053,173.959998,3105.607051,0.074059
45249,0.857780,0.780000,0.706554,0.576271,2934.123531,174.111727,3108.235259,0.074091
45299,0.857871,0.940000,0.706717,0.860335,2936.614846,174.269694,3110.884540,0.074123
45311,0.857865,0.900000,0.706685,0.717833,2937.293821,174.308284,3111.602105,0.074132
